source_path,git_blob,owner,disposition,replacement_phase,removal_gate
eblocker-ui/src/dashboard/app/wizard/mobile/step-2-choose-os.template.html,7c290b33835c5c0fc1dc226c137fe224e0459c3d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-3-install-mac.template.html,15d60e26c2e931ed5ab5bfa6fe28edb60eb0678b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-3-install-windows.template.html,c855d61a1aa24abb8dd923df6397315ffce9c6d0,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-4-download-config-win-mac.template.html,e97d4f9b31036fe8b8f51dd198b42eed68e9cf76,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-4-download-install-config-android.template.html,def4559e9abb96b232c4cc76ae984e1a57d45a50,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-4-download-install-config-ios.template.html,7079ba4a78937bbb42a765d068ed6f5c7784e176,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-5-install-config-mac.template.html,44144c3bc17fe7e649b16afd614385d76a31ff31,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-5-install-config-win.template.html,5207bc085167d7f1fe79abcee0a2c42ba237e2a0,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-6-connect-android.template.html,2fff003e197a2c0747f43914ef5ef5c68acb7c87,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-6-connect-ios.template.html,e26350f20798373235f29aea25da782a2077784a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-6-connect-mac.template.html,8afcb451a8e6aabb62684eb9cf6f999a946412c7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-6-connect-win.template.html,8d50ee5ee9d401a6c0e4afa2394c59dc1b864820,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-7-finish.template.html,c668a202b31a3a992b5011bae003bf70f6c9db11,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/index.html,06db114fdeca1d8f631d1dfc1070bf2d6eefa6b5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/styles/dashboard.scss,cbcf902d3bdfcad425ed4a56303e8677eb13e118,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img-src/README.md,7002a0f1d37d628a36b0f6a2ad4557feb462f789,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img-src/eBlocker_4.graffle,4a31a6539c3dd8778e84b492def50ecb5adcaf4b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/AppleCmdSymbol200px.png,7986071ecb466c4c9fed18b03e9e233d1aa6097c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/about-1.png,f23c5532a63c07260b4f7bbc77e812c30f3401d3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_3_black.svg,b8ad447114676683a6eb0daf80d4c46bcf98189a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_3_orange_black.svg,ee656f79c54c41f37b6c2d8fe83a664b624af9b5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_3_white.svg,200658aa37f811741a1a034ea684356cb7dc041d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_4_black.svg,6db468165dfba73fa6766a40f332134dd5c07909,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_4_orange_black.svg,edd53ac5bd78140c76941f7c8e648bdee0f08da8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_4_white.svg,0bed322bdfe62b3d4eafab96d243ded2a785fe1b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_icon_white.svg,ec9cd15bad2a72aa79d3f238abf74ec99769c5d3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eBlocker_white.svg,0befaa5836a5b11c1cec4d5cc08a8a39288ebf3b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eblocker-beta-feature.svg,2da3baf101b6984ee87178296edb96cc387dafbf,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eblocker-icon-44x44.png,87c24abb3e75ffd9eab3c154c6271ee7fd957231,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eblocker-icon-50x50.png,f4c3734bc301b54906c210771ef5a53129c0743c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/eblocker_breit_512.png,4915add6cad2afc04d4b5d27f2b568547298f24f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/android-chrome-192x192.png,bb54a70a4c977d3e90a1597d9d4bd2ee8a9405b1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/android-chrome-512x512.png,0bfd28eddc7fcc99cebf06e5129e00a0be3a8a35,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/apple-touch-icon.png,29b05f697a9cd1534af133cc0a5c938f0e8db87e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/browserconfig.xml,66d53910f2d0159d65dd5afecc762e74a9bdf8a5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/favicon-16x16.png,24a7df1a31228c7e7dcd706f605224cf9850c7c5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/favicon-32x32.png,7aa1635f698aea8115545643c60fecfba2b5b897,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/favicon.ico,7bf86db3f537e0ce648e4bdca0658e4fe055efc7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/mstile-150x150.png,a08fb19cbddbcaced3475051bdcd129056b1fc98,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/safari-pinned-tab.svg,f7c089bc7d03805bd8b58510be59f5bf89fb2738,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/fav/site.webmanifest,10ace50bc6207d527ed8bb74407057030b5885ee,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/flags/ad.svg,07ae7e0c67422d131c5fbd3e1a91c95946adce6c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/flags/ae.svg,ef6473002d6755545ae85f24d1ac3e49a41f82bc,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/flags/af.svg,95f38b76d711e0e5f43e569c5573ec37b6a0d8e1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/img/flags/ag.svg,f6a9ad4bca5af7ef64d0f57998bc710c58aeb7f3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
